PC1,PC2,PC3,Placed
-1.8218493220141014,0.8295219255151887,-0.15358293385837318,0
-0.15999019301314513,-0.613298397356691,1.1105014082177675,1
-0.8551382195065778,1.0559951758946178,0.4454657313065904,1
-0.9809276994452569,-0.3169703833237467,-0.5685616577691001,0
-1.7588274850292631,-1.151302483534006,-0.24983556232812296,1
0.2291693605290777,0.521991443540897,0.8003638224313441,1
-1.4834897695839067,-1.3511120202932476,-0.8598958537572537,1
-0.7216635595188012,-0.6028978332941918,-0.5719940673603781,1
-0.7631957862521971,1.2401197380329554,0.010054242248767168,0
-1.4853288532392586,-0.06032100530829493,0.3227441904442237,0
-0.9541111945164779,-0.5014053861172425,0.0952077997755779,0
1.0063681760145056,-0.2207840109576676,0.39325725669319644,1
2.9099700902061265,-0.3627349005932361,-0.8988101849993582,1
-0.6547436030129674,1.2695401137120472,1.6848374635108347,1
1.8408841329790404,1.3975562884351096,-0.29984596243035605,0
0.7149610428406904,1.8230866689444618,0.9641593426648786,1
0.5073702976181852,1.117795132116621,1.8207029239375765,0
-0.7916350194620904,-0.004859764855006466,1.1618383806957888,0
-0.5439485982100998,-0.045229304948855804,-1.1844866403163852,1
0.08720570866449816,-1.696406656051042,1.33086061735233,1
-1.197309704350913,0.08478337431608664,-0.5652710018101639,1
1.2254480873462437,-0.08098422746881048,-1.0873939104331758,1
1.2524440410567679,0.3173331246991782,-0.023093101941543067,0
-1.0699400894900957,0.9555093505114765,-0.4806584465569509,1
-0.24810925018134553,2.0391406212198366,-0.7489884762253419,1
2.3144703482976503,1.2111608710794,-0.2617027662991325,1
2.3160494173452006,-1.236226120863145,-0.3922349095019633,1
-0.7395409367768023,-1.617039175585666,-0.13364880074309995,1
-0.8372874368119068,-1.3195141602176401,0.48651201636683317,0
0.823359823974419,0.2129583775417892,-2.048284600854896,0
-0.18284048785167403,-1.4188176403077037,-1.1439614444578161,1
-1.4342516554279128,-0.9775698709031103,-0.8913811515964597,1
2.1164770066171372,-0.6932130437425864,-0.8084098858743448,1
-1.135963290051351,0.8328133870128164,2.0347029526188765,0
0.8724097584815611,-0.9285801543956296,0.8566566421339381,0
0.08282950326842715,0.8919800397558132,-1.3977754551915353,0
-0.04439704169380278,2.19376862326926,-0.588994566303819,0
-0.989911677177017,1.0554553458552864,0.9330201201857264,0
1.014235924789006,0.13029687025975284,-0.3749126687239898,1
0.3573111278403761,-0.8653426490663312,-0.023108084998973766,0
-1.2224252293265825,1.3876790216753476,-1.7624082349623447,0
0.1424472812953863,-0.9556267965794282,0.8358820292155026,0
1.0579521389374245,-1.3394260223352215,0.4087744882986154,1
0.5120254825998865,0.4119760091245559,1.905444814948184,0
-0.4798459447388713,2.0068165734218755,0.2881726495822308,0
0.3037738066373491,-0.8656331202736494,0.673793904300097,0
0.15448616828321288,0.11180838022558147,-0.5115699325574997,0
1.9908094008001955,-0.15026709556207224,-0.14021903638503302,1
-2.102752845347002,1.1625279147874077,-1.0576458052921571,1
-1.5984559534694407,-1.4209204983979051,0.007291145298151477,0
-2.6050009462838855,-0.8616217405164361,-0.2926365060799744,0
1.046863361762373,-0.34257588723049687,-0.21146582891804214,0
-1.5278810959035407,-1.1824985079911952,-0.4096320457812576,1
-1.9241588170806885,0.9016596764734544,-0.17621039546761794,0
0.2492120792980802,0.21290047999011413,1.084711754203277,1
0.9111617063983918,0.417686777058553,0.7831639809740512,0
2.16388209010207,0.392490023769309,0.5025972848614302,0
0.9917182293382766,-0.3313631301274599,-2.0100565870803018,0
0.6143364235860127,0.8609112371851338,-0.3657855573812352,1
-0.357172785869491,-1.6283793455809032,-0.35134364749983993,1
1.4796611851258756,2.387606080287839,-0.3568043214083946,0
-0.33603194194629254,-1.505710381265288,0.016888047009040737,1
0.07764846782916136,-0.657654180790689,-1.2098136854260486,0
-0.8791765986803867,1.6331656172222349,1.1913525350761098,0
-0.9747949452517063,0.2252922083120876,-0.3822766311767967,1
-0.7532201869021367,0.5650973043176363,-1.162820249407186,1
0.5485426800460688,-0.8541112713413844,-0.7709826205944066,1
-0.09335418677957978,0.21639712279314607,-0.9649531707707494,1
-0.957482071638144,0.34663296748148875,1.4063263616786836,0
-0.020241427442626417,0.01879693490250533,-0.47215525949630316,0
0.838493766373951,-0.8485240189921917,0.26495918789961453,0
1.509316200292939,-0.3906435016633145,1.4895508992792998,1
-0.01399196350478277,0.38399794317484637,-0.5798905632829413,0
1.2483052842207227,0.6658351418325981,0.8880693295945121,0
-0.31874871551705497,-1.2758844647128347,2.1034943120718954,0
-1.421372935305596,-0.18214096767041532,-0.6494496113839437,1
0.42247712987318825,-1.6627578308540696,0.5163708153991661,1
-1.1928618320939448,0.018879751247740266,1.3668539102025978,0
1.4603321427069864,0.4274723423495826,-1.2764335737198245,1
2.238962422322256,-1.4160880282768262,0.6868030379277239,1
